id,sf_participant,region,gender,age,edu,status,hh_mem,agri_long,irriga,loan,Non-Farm Act,other_inc,agri Org_mem,Year,crop1,land_crop1_in,price_crop1_in,Tot_Yield_crop1,Avg_Prod_Crop1,ProductivityCrop1_Ch,Land_Proportion_Crop1,Weight_ProduCrop1_Ch,crop2,land_crop2,price_crop2,Tot_Yield_crop2,Avg_Prod_Crop2,ProductivityCrop2_Ch,Land_Proportion_Crop2,Weight_ProduCrop2_Ch,crop3,round_crop3,land_crop3,Tot_Yield_crop3,price_crop3,Avg_Prod_Crop3,ProductivityCrop3_Ch,Land_Proportion_Crop3,Weight_ProduCrop3_Ch,Produtivity_Ch(All),Ave_ProdRisk,Ave_InputRisk,Ave_MktRisk,Ave_InfRisk,Ave_FinRisk,Overview_Risk,gov_support,29.agri_learning_chan,31.agri_tech_adapt,31.1Adapt_tech_prod,31.2farm_manag,31.3agri_entrep,31.4val_added,Avg_ProdManage,Avg_InputManage,Avg_Tech,Avg_Ana&Plan,Avg_Mkting,Avg_Network,All_Skill,Ch_ProdManage,Ch_InputManage,Ch_Tech,Ch_Ana&Plan,Ch_Mkting,Ch_Network,Ch_Skill
101,1,3,0,57,5,2,3,24,0,0,1,140000,0,1,7,45,100,90000,2000,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,2,1.666666667,2,2,2.5,2.033333333,1,2,1,1,1,1,1,5,4.33,4,4.6,4.33,4.5,4.46,0.4,-0.666666667,-1,1,1,0,0.122222222
101,1,3,0,57,5,2,3,24,0,0,1,140000,0,0,7,45,100,90000,2000,0.28,1,0.28,,,,,,,0,0,,,,,,,,0,0,,2,1.666666667,2,2,2.5,2.033333333,1,2,1,1,1,1,1,4.6,5,5,3.6,3.33,4.5,4.34,0,0.666666667,1.25,-0.8,-1.333333333,0.25,0.005555556
102,1,1,1,65,3,2,4,19,0,0,1,150000,0,1,7,14,40,21900,1564.29,0,0.97,0,8,0.5,200,72000,144000,0,0.034482759,0,,,,,,,,0,0,0,2,2,2,2.5,2.5,2.2,2,5,,,,,,4.6,4.33,3.75,4.4,4.67,4.25,4.33,0.6,1,0.75,0.8,0.67,-0.25,0.59
102,1,1,1,65,3,2,4,19,0,0,1,150000,0,0,7,14,40,21900,1564.29,0.88,0.97,0.85,8,0.5,200,72000,144000,71,0.034482759,2.448275862,,,,,,,,0,0,,2,2,2,2.5,2.5,2.2,2,5,,,,,,4,3.33,3,3.6,4,4.5,3.74,-1,-1,-1.5,-0.6,0.666666667,-0.25,-0.613888889
103,1,1,1,38,5,2,3,16,1,1,1,150000,1,1,7,12,12,10000,833.33,0,0.21,0,8,21,12,42000,2000,0,0.375,0,1,2,23,36800,10,1600,0,0.410714286,0,0,2,1.666666667,1.666666667,3.5,4.5,,1,5,,,,,,5,4.33,4.5,4.2,3.33,4.75,4.35,0.6,0.333333333,0,-0.4,-0.333333333,0.5,0.116666667
103,1,1,1,38,5,2,3,16,1,1,1,150000,1,0,7,12,12,10000,833.33,-0.52,0.21,-0.11,8,21,12,42000,2000,,0.375,0,1,2,23,36800,8,1600,,0.410714286,0,,2,1.666666667,1.666666667,3.5,4.5,2.666666667,1,5,,,,,,4.4,4,4.5,4.6,3.67,4.25,4.24,-0.4,-0.333333333,-0.25,0,-1,0.5,-0.247222222
104,0,1,0,33,2,1,2,4,0,0,1,150000,0,1,1,15,12,26000,1733.33,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,3,3,3,2,2.4,1,4,1,1,1,1,1,4.8,4.33,4.75,4.6,4.67,3.75,4.48,-0.2,1.333333333,0.75,0.6,0.67,-0.25,0.48
104,0,1,0,33,2,1,2,4,0,0,1,150000,0,0,1,15,9,26000,1733.33,2.22,1,2.22,,,,,,,0,0,,,,,,,,0,0,,1,3,3,3,2,2.4,1,4,1,1,1,1,1,5,3,4,4,4,4,4,0,-1.666666667,-1,0,-1,-1,-0.777777778
105,0,1,1,46,4,1,2,3,0,1,0,0,0,1,7,130,25,70000,538.46,-0.91,1,-0.91,,,,,,,0,0,,,,,,,,0,0,-0.912500006,1.25,2,1.333333333,2,1.5,1.616666667,1,4,1,1,1,1,1,5,4.67,5,4,5,5,4.78,0,0.666666667,0.5,0,1.333333333,0.75,0.541666667
105,0,1,1,46,4,1,2,3,0,1,0,0,0,0,7,130,25,800000,6153.85,2.28,1,2.28,,,,,,,0,0,,,,,,,,0,0,,1.25,2,1.333333333,2,1.5,1.616666667,1,4,1,1,1,1,1,5,4,4.5,4,3.67,4.25,4.24,0.4,-1,-0.25,-0.2,-0.333333333,-0.5,-0.313888889
107,0,1,1,65,5,2,6,27,0,0,1,180000,0,1,7,8,32,15000,1875,0.15,1,0.15,,,,,,,0,0,,,,,,,,0,0,0.153846154,2,2.333333333,1.333333333,2.5,1.5,1.933333333,1,5,,,,,,4.6,5,4.75,4.2,4,4.75,4.55,0.6,1,0.75,0.2,1,1.75,0.88
107,0,1,1,65,5,2,6,27,0,0,1,180000,0,0,7,8,32,13000,1625,0.02,1,0.02,,,,,,,0,0,,,,,,,,0,0,,2,2.333333333,1.333333333,2.5,1.5,1.933333333,1,5,,,,,,4,4,4,4,3,3,3.67,-1,-0.333333333,-1,-0.4,-1.333333333,-2,-1.011111111
108,0,5,1,50,3,2,6,12,0,0,0,0,1,1,7,5,100,8000,1600,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.75,2,1.666666667,2.5,2,1.983333333,3,4,1,1,1,1,1,5,4.33,5,4.4,4.33,5,4.68,0.6,0,0.75,-0.2,0.333333333,0.75,0.372222222
108,0,5,1,50,3,2,6,12,0,0,0,0,1,0,7,5,100,8000,1600,31,1,31,,,,,,,0,0,,,,,,,,0,0,,1.75,2,1.666666667,2.5,2,1.983333333,3,4,1,1,1,1,1,4.4,4.33,4.25,4.6,4,4.25,4.31,0.6,-0.333333333,0.5,0,0,0.25,0.169444444
109,0,4,1,57,1,2,3,8,0,0,1,160000,0,1,7,1,85,50,50,0,0.5,0,7,1,85,50,50,,0.5,0,,,,,,,,0,0,0,2,2,2,2,2.5,2.1,2,5,,,,,,3.8,4.67,3.75,4.6,4,4,4.14,0.8,1.666666667,0.75,2.4,2,2,1.6
109,0,4,1,57,1,2,3,8,0,0,1,160000,0,0,7,1,85,50,50,-0.67,1,-0.67,0,0,0,,,,0,0,,,,,,,,0,0,,2,2,2,2,2.5,2.1,2,5,,,,,,3,3,3,2.2,2,2,2.53,-2,-2,-2,-2.8,-2.666666667,-3,-2.411111111
110,0,6,1,62,5,1,2,9,0,0,1,130000,0,1,2,20,26,3000,150,0,0.66,0,9,10,7,400,40,0,0.327868852,0,8,2,0.5,600,80,1200,0.2,0.016393443,0.003278689,0.001092896,2,1.333333333,2.666666667,1.5,3,,2,4,1,1,1,1,1,5,5,5,5,4.67,5,4.94,0.6,0.333333333,1.5,2,0.666666667,0.75,0.975
110,0,6,1,62,5,1,2,9,0,0,1,130000,0,0,2,20,26,3000,150,-0.85,0.66,-0.56,9,10,7,400,40,-0.5,0.327868852,-0.163934426,8,2,0.5,500,80,1000,,0.016393443,0,,2,1.333333333,2.666666667,1.5,3,2.1,2,4,1,1,1,1,1,4.4,4.67,3.5,3,4,4.25,3.97,0.2,0.666666667,-1.25,-1.2,0.333333333,-0.25,-0.25
112,0,5,1,61,1,2,6,12,1,1,1,8500,1,1,4,30,3.5,30000,1000,-0.17,0.23,-0.04,7,100,11,8000,80,-0.2,0.769230769,-0.153846154,,,,,,,,0,0,-0.1,1.5,2,1.333333333,2,3.5,2.066666667,3,4,1,1,1,1,1,4.2,4,4.75,4.2,3.67,4.5,4.22,0,0,0.75,0.2,-0.33,1,0.27
112,0,5,1,61,1,2,6,12,1,1,1,8500,1,0,4,30,3.5,36000,1200,-0.66,0.23,-0.15,7,100,11,10000,100,1,0.769230769,0.769230769,,,,,,,,0,0,,1.5,2,1.333333333,2,3.5,2.066666667,3,4,1,1,1,1,1,4.2,4,4,4,4,3.5,3.95,-0.2,-0.666666667,-0.25,-0.4,0.333333333,-0.75,-0.322222222
113,0,5,1,59,2,2,4,5,1,0,0,0,1,1,4,60,3.5,210000,3500,-0.13,0.5,-0.06,7,60,12,3000,50,0.166666667,0.5,0.083333333,,,,,,,,0,0,0.010416667,1.5,1.666666667,1.666666667,2,3.5,2.066666667,3,4,1,1,1,1,1,4.4,4.67,4.25,4.4,3.67,4.25,4.27,-0.6,0.666666667,0.25,0.4,-0.33,0,0.06
113,0,5,1,59,2,2,4,5,1,0,0,0,1,0,4,80,3.2,320000,4000,2.5,0.53,1.33,7,70,10,3000,42.85714286,,0.466666667,0,,,,,,,,0,0,,1.5,1.666666667,1.666666667,2,3.5,2.066666667,3,4,1,1,1,1,1,5,4,4,4,4,4.25,4.21,0,0,-0.75,0,0,0.25,-0.083333333
114,0,1,0,43,3,2,7,15,1,0,1,5000,1,1,1,70,10.3,80000,1142.86,0.27,1,0.27,,,,,,,0,0,,,,,,,,0,0,0.26984127,1.5,2,1.666666667,2,2.5,1.933333333,3,1,1,1,1,1,1,5,4,4.75,4,4,4,4.29,0.8,-0.333333333,0,0.2,0.333333333,-0.25,0.125
114,0,1,0,43,3,2,7,15,1,0,1,5000,1,0,1,70,8,63000,900,0.13,1,0.13,,,,,,,0,0,,,,,,,,0,0,,1.5,2,1.666666667,2,2.5,1.933333333,3,1,1,1,1,1,1,4.2,4.33,4.75,3.8,3.67,4.25,4.17,-0.8,-0.333333333,-0.25,-0.8,-0.333333333,-0.75,-0.544444444
115,0,1,0,51,5,2,2,25,0,0,1,150000,1,1,1,15,10.4,12000,800,0.14,1,0.14,,,,,,,0,0,,,,,,,,0,0,0.142857143,3.5,3.666666667,4.333333333,4.5,4.5,4.1,3,1,1,1,1,1,1,5,4.67,5,4.6,4,5,4.71,1,0.333333333,0.75,0.6,0.333333333,1,0.669444444
115,0,1,0,51,5,2,2,25,0,0,1,150000,1,0,1,15,8,10500,700,0.58,1,0.58,,,,,,,0,0,,,,,,,,0,0,,3.5,3.666666667,4.333333333,4.5,4.5,4.1,3,1,1,1,1,1,1,4,4.33,4.25,4,3.67,4,4.04,0.2,0.333333333,1,0.2,-0.333333333,0.25,0.275
116,0,1,0,57,3,2,4,9,1,0,1,120000,1,1,8,9,30,4000,444.44,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,3.25,4.333333333,3.333333333,4,4,3.783333333,3,5,,,,,,3.8,4,3.25,3.8,4,3.75,3.77,-0.2,0,-0.75,0.8,2,1.75,0.6
116,0,1,0,57,3,2,4,9,1,0,1,120000,1,0,8,9,32,4000,444.44,-0.78,1,-0.78,,,,,,,0,0,,,,,,,,0,0,,3.25,4.333333333,3.333333333,4,4,3.783333333,3,5,,,,,,4,4,4,3,2,2,3.17,-1,-0.333333333,-1,-2,-3,-3,-1.722222222
118,0,4,1,41,3,1,3,9,0,0,1,150000,1,1,7,1,46,2000,2000,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.75,1.666666667,2,1.5,1.5,1.683333333,2,5,,,,,,5,4.33,5,5,5,5,4.89,0.4,-0.333333333,0.5,0.6,1,0.5,0.444444444
118,0,4,1,41,3,1,3,9,0,0,1,150000,1,0,7,1,46,2000,2000,0.6,1,0.6,,,,,,,0,0,,,,,,,,0,0,,1.75,1.666666667,2,1.5,1.5,1.683333333,2,5,,,,,,4.6,4.67,4.5,4.4,4,4.5,4.44,-0.4,-0.333333333,-0.5,-0.6,-1,0.25,-0.430555556
119,0,1,0,44,3,2,3,7,0,1,1,140000,0,1,9,2,46,2500,1250,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.75,1.666666667,1.333333333,2,2.5,1.85,2,2,1,1,1,1,1,5,5,5,5,5,4.25,4.88,1,1,0.25,1.2,1.666666667,0.25,0.894444444
119,0,1,0,44,3,2,3,7,0,1,1,140000,0,0,9,2,36.8,2500,1250,-0.17,1,-0.17,,,,,,,0,0,,,,,,,,0,0,,1.75,1.666666667,1.333333333,2,2.5,1.85,2,2,1,1,1,1,1,4,4,4.75,3.8,3.33,4,3.98,-1,-1,-0.25,-1.2,-1.666666667,-1,-1.019444444
120,1,4,1,49,3,3,1,16,0,0,1,70000,0,1,8,10,200,15000,1500,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,2.75,3.666666667,3,2.5,3.5,3.083333333,2,2,1,1,1,1,1,5,5,5,5,5,5,5,1,1,0.75,1.6,2,1,1.225
120,1,4,1,49,3,3,1,16,0,0,1,70000,0,0,8,10,300,15000,1500,-0.21,1,-0.21,,,,,,,0,0,,,,,,,,0,0,,2.75,3.666666667,3,2.5,3.5,3.083333333,2,2,1,1,1,1,1,4,4,4.25,3.4,3,4,3.78,-0.6,-0.666666667,-0.75,-1.6,-2,-0.25,-0.977777778
121,1,1,0,64,4,2,3,27,1,1,1,120000,1,1,8,5,20,9500,1900,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,2.5,4,3.333333333,5,4.5,3.866666667,1,5,,,,,,4.6,4.67,5,5,5,4.25,4.75,1.8,1.666666667,3.25,2.2,3,2,2.319444444
121,1,1,0,64,4,2,3,27,1,1,1,120000,1,0,8,5,15,9500,1900,0.19,1,0.19,,,,,,,0,0,,,,,,,,0,0,,2.5,4,3.333333333,5,4.5,3.866666667,1,5,,,,,,2.8,3,1.75,2.8,2,2.25,2.43,-1.8,-0.666666667,-2.5,-2,-2.333333333,-2.5,-1.966666667
122,1,1,1,54,5,2,3,2,0,0,1,400000,0,1,8,5,15,8000,1600,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.25,1.666666667,2,1,2.5,1.683333333,1,5,,,,,,4.6,3.67,4.25,4.8,4.33,4.75,4.4,1,0,0.75,1.2,1.333333333,1.5,0.963888889
122,1,1,1,54,5,2,3,2,0,0,1,400000,0,0,8,5,15,8000,1600,0.6,1,0.6,,,,,,,0,0,,,,,,,,0,0,,1.25,1.666666667,2,1,2.5,1.683333333,1,5,,,,,,3.6,3.67,3.5,3.6,3,3.25,3.44,-1.4,-1.333333333,-1.5,-1.4,-2,-0.75,-1.397222222
123,1,5,1,65,5,2,4,6,1,0,1,300000,0,1,7,2,250,2000,1000,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.25,1.666666667,1.333333333,1,1.5,1.35,1,3,1,1,1,1,1,5,5,5,5,5,4,4.83,1,0.666666667,0.75,0.4,1.666666667,0,0.747222222
123,1,5,1,65,5,2,4,6,1,0,1,300000,0,0,7,2,250,2000,1000,0.25,1,0.25,,,,,,,0,0,,,,,,,,0,0,,1.25,1.666666667,1.333333333,1,1.5,1.35,1,3,1,1,1,1,1,4,4.33,4.25,4.6,3.33,4,4.09,-0.4,0,-0.5,0.2,-0.333333333,-0.25,-0.213888889
124,1,1,1,61,3,2,4,12,0,0,1,400000,0,1,7,1,250,800,800,0,0.5,0,7,1,250,150,150,0,0.5,0,,,,,,,,0,0,0,1.5,1.333333333,1.666666667,2,2,1.7,1,5,,,,,,4.4,4.33,4.75,4.4,3.67,4.25,4.3,1.2,1.333333333,1.75,0.8,1.666666667,3,1.625
124,1,1,1,61,3,2,4,12,0,0,1,400000,0,0,7,1,250,800,800,0.94,0.5,0.47,7,1,250,150,150,,0.5,0,,,,,,,,0,0,,1.5,1.333333333,1.666666667,2,2,1.7,1,5,,,,,,3.2,3,3,3.6,2,1.25,2.68,-1.6,-1,-1.5,-0.8,-2.333333333,-3.25,-1.747222222
127,1,3,1,55,4,2,5,10,1,0,1,10000,1,1,1,17,16,7000,411.76,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.5,2.666666667,2,1.5,2.5,2.033333333,4,5,,,,,,4.8,4,4.5,4.4,4.33,4.5,4.42,0,0.333333333,0.5,0.2,1,0,0.338888889
127,1,3,1,55,4,2,5,10,1,0,1,10000,1,0,1,17,15,7000,411.76,-0.97,1,-0.97,,,,,,,0,0,,,,,,,,0,0,,1.5,2.666666667,2,1.5,2.5,2.033333333,4,5,,,,,,4.8,3.67,4,4.2,3.33,4.5,4.08,0.4,-0.333333333,0,0,0,0.25,0.052777778
130,1,5,1,46,4,2,5,6,0,0,1,200000,0,1,8,2,60,25000,12500,0,0.25,0,7,3,100,1500,500,0.875,0.375,0.328125,7,1,3,1500,20,500,0,0.375,0,0.109375,1.5,1.666666667,1.666666667,1,1.5,,1,2,1,1,1,1,1,4.4,4,4,4.2,3.33,4.25,4.03,-0.2,0,0,0.2,0.33,-0.25,0.01
130,1,5,1,46,4,2,5,6,0,0,1,200000,0,0,8,2,57,25000,12500,2.13,0.25,0.53,7,3,100,800,266.6666667,-0.97037037,0.375,-0.363888889,7,1,3,1500,20,500,,0.375,0,,1.5,1.666666667,1.666666667,1,1.5,1.466666667,1,2,1,1,1,1,1,4.6,4,4,4,3,4.5,4.02,-0.4,-1,-0.75,-0.8,-0.666666667,-0.5,-0.686111111
132,1,3,1,49,5,1,3,7,1,1,1,150000,1,1,4,100,3.5,400000,4000,0,0.91,0,3,10,1,90000,9000,-0.217391304,0.090909091,-0.019762846,,,,,,,,0,0,-0.009881423,1.25,1.666666667,1.333333333,1.5,1,1.35,1,5,,,,,,5,5,4.75,4.8,3.67,5,4.7,1.2,0.666666667,0,1,1.33,1,0.87
132,1,3,1,49,5,1,3,7,1,1,1,150000,1,0,4,100,3,400000,4000,8.52,0,0.01,1,8,,92000,11500,,0.998914224,0,,,,,,,,0,0,,1.25,1.666666667,1.333333333,1.5,1,1.35,1,5,,,,,,3.8,4.33,4.75,3.8,2.33,4,3.84,-1,0,0,-0.2,-2,-0.25,-0.575
134,1,3,1,65,5,3,3,7,0,0,1,200000,0,1,1,6,16,2520,420,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.25,1.666666667,1.666666667,1.5,1,1.416666667,1,5,,,,,,4.8,4.33,4.75,4,4.33,4.25,4.41,1.8,0,0.25,1.4,2,-0.5,0.83
134,1,3,1,65,5,3,3,7,0,0,1,200000,0,0,1,6,15,2520,420,-0.42,1,-0.42,,,,,,,0,0,,,,,,,,0,0,,1.25,1.666666667,1.666666667,1.5,1,1.416666667,1,5,,,,,,3,4.33,4.5,2.6,2.33,4.75,3.59,-1.8,-0.333333333,0,-1.6,-1.666666667,1,-0.733333333
136,1,6,1,48,4,1,3,10,0,0,1,200000,1,1,8,0.5,100,360,720,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.25,1,1.666666667,1.5,2,1.483333333,1,2,1,1,1,1,1,4.8,4.67,4.5,4.2,4,3.75,4.32,1.2,0.33,0,-0.4,0.33,-1,0.08
136,1,6,1,48,4,1,3,10,0,0,1,200000,1,0,8,0.5,100,360,720,0.29,1,0.29,,,,,,,0,0,,,,,,,,0,0,,1.25,1,1.666666667,1.5,2,1.483333333,1,2,1,1,1,1,1,3.6,4.33,4.5,4.6,3.67,4.75,4.24,-1,0.333333333,0,0.2,0.666666667,0.5,0.116666667
137,1,6,1,54,2,2,6,4,0,0,1,150000,0,1,8,0.5,100,280,560,0.33,1,0.33,,,,,,,0,0,,,,,,,,0,0,0.333333333,1.25,1.666666667,1.666666667,1,2,1.516666667,2,5,,,,,,4.6,4,4.5,4.4,3,4.25,4.13,1,0.333333333,0.75,0.6,-0.67,-0.25,0.29
137,1,6,1,54,2,2,6,4,0,0,1,150000,0,0,8,0.5,100,210,420,-0.4,1,-0.4,,,,,,,0,0,,,,,,,,0,0,,1.25,1.666666667,1.666666667,1,2,1.516666667,2,5,,,,,,3.6,3.67,3.75,3.8,3.67,4.5,3.83,-1.2,-1,-0.75,-0.4,-0.333333333,0.25,-0.572222222
139,1,6,1,48,4,2,3,27,1,0,1,150000,1,1,7,5,95,3500,700,-0.13,1,-0.13,,,,,,,0,0,,,,,,,,0,0,-0.125,1,1.666666667,2,1,2.5,1.633333333,1,5,,,,,,4.8,4.67,4.5,4.2,4,4.25,4.4,1.2,2,1.5,1.4,0.67,0.5,1.21
139,1,6,1,48,4,2,3,27,1,0,1,150000,1,0,7,5,85,4000,800,0,1,0,,,,,,,0,0,,,,,,,,0,0,,1,1.666666667,2,1,2.5,1.633333333,1,5,,,,,,3.6,2.67,3,2.8,3.33,3.75,3.19,-0.8,-2,-1.5,-1.2,0,0,-0.916666667
140,1,6,1,49,5,1,8,14,1,0,1,150000,0,1,8,1.5,110,1200,800,-0.14,0.43,-0.06,7,2,40,100,50,-0.333333333,0.571428571,-0.19047619,,,,,,,,0,0,-0.12585034,1.25,1.666666667,1,1,1.5,1.283333333,1,1,1,1,1,0,0,4.4,4.67,4.5,4,3.33,3.75,4.11,-0.4,1.666666667,0.5,0.4,-0.33,-1,0.14
140,1,6,1,49,5,1,8,14,1,0,1,150000,0,0,8,1.5,110,1400,933.33,0.04,0.43,0.02,7,2,80,150,75,,0.571428571,0,,,,,,,,0,0,,1.25,1.666666667,1,1,1.5,1.283333333,1,1,1,1,1,0,0,4.8,3,4,3.6,3.67,4.75,3.97,0.6,-1.666666667,-0.25,-1,0,0.5,-0.302777778
142,1,6,1,58,2,2,6,8,0,1,1,140000,1,1,8,2,100,1800,900,-0.06,1,-0.06,,,,,,,0,0,,,,,,,,0,0,-0.0625,1.25,2,2.333333333,1.5,2,1.816666667,2,5,,,,,,4.2,4.67,4.25,4.6,3.67,4.25,4.27,0.2,1,0.75,0.8,-0.33,-0.25,0.36
142,1,6,1,58,2,2,6,8,0,1,1,140000,1,0,8,2,100,1920,960,1.29,1,1.29,,,,,,,0,0,,,,,,,,0,0,,1.25,2,2.333333333,1.5,2,1.816666667,2,5,,,,,,4,3.67,3.5,3.8,4,4.5,3.91,-0.8,-0.666666667,-1.25,0,1,0.5,-0.202777778
149,1,2,1,75,5,2,5,30,1,0,1,15000,1,1,1,26,16,10920,420,0.12,1,0.12,,,,,,,0,0,,,,,,,,0,0,0.12,1.25,2.333333333,2,3,3.5,2.416666667,2,5,,,,,,4.8,4.33,4.75,3.8,3,4,4.11,1.6,0.666666667,1,-0.6,-0.67,-0.25,0.29
149,1,2,1,75,5,2,5,30,1,0,1,15000,1,0,1,26,15,9750,375,-0.17,1,-0.17,,,,,,,0,0,,,,,,,,0,0,,1.25,2.333333333,2,3,3.5,2.416666667,2,5,,,,,,3.2,3.67,3.75,4.4,3.67,4.25,3.82,-1,-1,-0.75,-0.2,0.666666667,-0.25,-0.422222222
151,1,3,0,52,5,1,4,8,1,0,0,0,1,1,1,20,16,9000,450,0.03,1,0.03,,,,,,,0,0,,,,,,,,0,0,0.034482759,1.75,2.333333333,1.666666667,2.5,3.5,2.35,2,4,1,0,1,1,1,4.2,4.67,4.5,4.6,3,4.5,4.24,0,1,0.75,1,-0.67,0,0.35
151,1,3,0,52,5,1,4,8,1,0,0,0,1,0,1,20,15,8700,435,8.57,1,8.57,,,,,,,0,0,,,,,,,,0,0,,1.75,2.333333333,1.666666667,2.5,3.5,2.35,2,4,1,0,1,1,1,4.2,3.67,3.75,3.6,3.67,4.5,3.9,-0.4,-0.666666667,-0.5,-1.2,-0.666666667,-0.5,-0.655555556
156,1,3,1,63,5,2,4,8,0,0,1,160000,0,1,7,44,30,2000,45.45,-0.33,1,-0.33,,,,,,,0,0,,,,,,,,0,0,-0.333333333,1.25,2,1.666666667,2,1,1.583333333,2,5,,,,,,4.6,4.33,4.25,4.8,4.33,5,4.55,-0.2,-0.333333333,-0.5,1,1,1,0.327777778
156,1,3,1,63,5,2,4,8,0,0,1,160000,0,0,7,44,50,3000,68.18,-0.93,1,-0.93,,,,,,,0,0,,,,,,,,0,0,,1.25,2,1.666666667,2,1,1.583333333,2,5,,,,,,4.8,4.67,4.75,3.8,3.33,4,4.23,0.6,0,0,-0.8,-1,-1,-0.366666667
158,1,3,1,58,1,2,3,9,0,1,1,150000,0,1,8,2,80,2000,1000,-0.43,0.4,-0.17,1,3,14,2412,804,-0.0352,0.6,-0.02112,,,,,,,,0,0,-0.096274286,2.75,3,2,2.5,2,2.45,1,2,1,1,1,1,1,4.2,4.67,4.75,4.6,4.33,5,4.59,-0.2,1,1.75,0.6,0.666666667,1.25,0.844444444
158,1,3,1,58,1,2,3,9,0,1,1,150000,0,0,8,2,120,3500,1750,3.19,0.4,1.28,1,3,13,2500,833.3333333,,0.6,0,,,,,,,,0,0,,2.75,3,2,2.5,2,2.45,1,2,1,1,1,1,1,4.4,3.67,3,4,3.67,3.75,3.75,0.4,-1,-1.25,-0.4,-0.333333333,-1.25,-0.638888889
162,1,3,0,55,5,2,4,8,1,1,1,200000,1,1,1,17,16,7100,417.65,0.01,1,0.01,,,,,,,0,0,,,,,,,,0,0,0.014285714,1.25,2,1.666666667,1,1.5,1.483333333,3,1,1,1,1,1,1,4,4.67,4.25,4.4,4,5,4.39,-0.4,0.666666667,0,0.8,0.333333333,1,0.4
162,1,3,0,55,5,2,4,8,1,1,1,200000,1,0,1,17,15,7000,411.76,0.29,1,0.29,,,,,,,0,0,,,,,,,,0,0,,1.25,2,1.666666667,1,1.5,1.483333333,3,1,1,1,1,1,1,4.4,4,4.25,3.6,3.67,4,3.99,-0.2,0,0,-0.8,0.333333333,0,-0.111111111
167,1,1,1,34,3,1,3,7,0,1,1,150000,0,1,8,25,20,8000,320,7,0.5,3.5,7,25,10,6000,240,0.5,0.5,0.25,,,,,,,,0,0,1.875,1.5,1.333333333,2,2,2,1.766666667,2,5,,,,,,4.6,4,4.25,4.4,3.33,4,4.1,0.2,0.67,1.5,-0.6,-0.67,-0.25,0.14
167,1,1,1,34,3,1,3,7,0,1,1,150000,0,0,8,25,35,1000,40,-0.5,0.5,-0.25,7,25,20,4000,160,,0.5,0,,,,,,,,0,0,,1.5,1.333333333,2,2,2,1.766666667,2,5,,,,,,4.4,3.33,2.75,5,4,4.25,3.96,0.8,-1.333333333,-1.75,0.6,-0.666666667,-0.25,-0.433333333
168,1,4,1,59,3,2,7,17,0,0,1,180000,0,1,7,5,20,400,80,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.5,1.333333333,2.333333333,1.5,1.5,1.633333333,2,5,,,,,,3.6,4.67,4.5,4.4,4.67,4.5,4.39,-1,1,0,0,1,-0.25,0.125
168,1,4,1,59,3,2,7,17,0,0,1,180000,0,0,7,5,22,400,80,0.6,1,0.6,,,,,,,0,0,,,,,,,,0,0,,1.5,1.333333333,2.333333333,1.5,1.5,1.633333333,2,5,,,,,,4.6,3.67,4.5,4.4,3.67,4.75,4.26,0.4,-1,0,0.2,-0.333333333,0.25,-0.080555556
172,1,1,0,42,5,2,3,7,0,0,1,200000,0,1,7,10,30,500,50,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,4.5,4.333333333,4.666666667,4.5,4.5,4.5,3,2,1,1,1,1,1,4.2,4.67,4.5,4.2,4,4.5,4.34,0.4,0.67,0.5,0.4,1,0.5,0.58
172,1,1,0,42,5,2,3,7,0,0,1,200000,0,0,7,10,28,500,50,-0.92,1,-0.92,,,,,,,0,0,,,,,,,,0,0,,4.5,4.333333333,4.666666667,4.5,4.5,4.5,3,2,1,1,1,1,1,3.8,4,4,3.8,3,4,3.77,-0.8,0.333333333,-0.75,-0.6,-1.666666667,-0.75,-0.705555556
176,1,1,1,45,6,1,4,9,0,0,1,400000,1,1,7,10,70,6000,600,0.5,0.83,0.42,8,2,110,1500,750,0,0.166666667,0,,,,,,,,0,0,0.416666667,1.25,1.666666667,1.666666667,1.5,1,1.416666667,2,1,1,1,0,0,1,4.6,3.67,4.75,4.4,4.67,4.75,4.47,0.2,-1,0.25,-0.4,1.666666667,-0.25,0.077777778
176,1,1,1,45,6,1,4,9,0,0,1,400000,1,0,7,10,65,4000,400,-0.84,0.83,-0.7,8,2,100,1500,750,,0.166666667,0,,,,,,,,0,0,,1.25,1.666666667,1.666666667,1.5,1,1.416666667,2,1,1,1,0,0,1,4.4,4.67,4.5,4.8,3,5,4.39,-0.4,0,0.75,0.2,-1,0,-0.075
